3000 3 
0.857 0.49 0.37
0.225 0.217 0.636
0.383 0.838 0.558
0.77 0.887 0.001
0.622 0.708 0.798
0.814 0.534 0.243
0.693 0.527 0.497
0.956 0.666 0.891
0.813 0.813 0.186
0.91 0.732 0.85
0.891 0.235 0.174
0.288 0.236 0.755
0.85 0.554 0.875
0.129 0.146 0.442
0.017 0.06 0.223
0.004 0.09 0.762
0.175 0.262 0.438
0.701 0.809 0.893
0.156 0.353 0.937
0.13 0.231 0.463
0.09 0.951 0.164
0.594 0.371 0.87
0.365 0.925 0.588
0.161 0.698 0.649
0.581 0.882 0.369
0.589 0.55 0.792
0.235 0.487 0.664
0.788 0.782 0.306
0.781 0.955 0.477
0.909 0.122 0.084
0.719 0.355 0.687
0.536 0.645 0.51
0.403 0.825 0.343
0.185 0.145 0.236
0.867 0.257 0.481
0.199 0.398 0.082
0.832 0.231 0.534
0.276 0.651 0.622
0.868 0.194 0.31
0.048 0.738 0.386
0.21 0.86 0.352
0.93 0.449 0.386
0.016 0.225 0.904
0.663 0.111 0.474
0.249 0.484 0.15
0.859 0.799 0.636
0.85 0.541 0.115
0.446 0.104 0.082
0.107 0.058 0.097
0.868 0.348 0.332
0.02 0.294 0.225
0.385 0.965 0.257
0.954 0.832 0.036
0.897 0.242 0.419
0.414 0.637 0.318
0.871 0.83 0.325
0.338 0.045 0.429
0.15 0.144 0.796
0.136 0.973 0.804
0.384 0.264 0.057
0.36 0.085 0.36
0.883 0.028 0.746
0.18 0.761 0.325
0.626 0.754 0.989
0.301 0.673 0.526
0.096 0.956 0.978
0.486 0.38 0.017
0.556 0.35 0.742
0.482 0.467 0.585
0.879 0.384 0.271
0.107 0.377 0.445
0.795 0.006 0.073
0.631 0.555 0.779
0.012 0.596 0.977
0.519 0.392 0.245
0.542 0.039 0.06
0.373 0.361 0.409
0.568 0.809 0.147
0.745 0.865 0.439
0.366 0.672 0.78
0.672 0.208 0.456
0.432 0.003 0.393
0.742 0.017 0.637
0.993 0.108 0.798
0.392 0.752 0.11
0.271 0.873 0.19
0.794 0.474 0.402
0.525 0.142 0.675
0.373 0.427 0.419
0.045 0.215 0.43
0.036 0.943 0.177
0.245 0.486 0.416
0.983 0.897 0.923
0.644 0.253 0.366
0.692 0.302 0.171
0.986 0.033 0.752
0.205 0.143 0.759
0.089 0.296 0.293
0.613 0.41 0.897
0.965 0.392 0.208
0.841 0.831 0.149
0.013 0.174 0.935
0.462 0.531 0.275
0.825 0.579 0.777
0.472 0.265 0.674
0.355 0.934 0.292
0.701 0.774 0.376
0.476 0.921 0.442
0.635 0.519 0.957
0.828 0.82 0.091
0.957 0.769 0.94
0.665 0.945 0.403
0.257 0.12 0.568
0.843 0.98 0.599
0.407 0.533 0.18
0.682 0.348 0.634
0.035 0.264 0.203
0.418 0.485 0.39
0.501 0.655 0.952
0.923 0.016 0.361
0.165 0.437 0.952
0.219 0.734 0.952
0.365 0.446 0.869
0.888 0.812 0.765
0.804 0.9 0.283
0.915 0.847 0.557
0.277 0.092 0.569
0.164 0.947 0.447
0.456 0.663 0.135
0.927 0.122 0.243
0.625 0.146 0.566
0.316 0.513 0.946
0.572 0.167 0.261
0.3 0.73 0.16
0.501 0.706 0.586
0.869 0.64 0.577
0.655 0.495 0.579
0.473 0.734 0.91
0.301 0.857 0.124
0.057 0.151 0.944
0.303 0.156 0.349
0.649 0.956 0.108
0.268 0.143 0.789
0.743 0.47 0.138
0.232 0.658 0.205
0.913 0.809 0.44
0.122 0.547 0.932
0.128 0.517 0.661
0.494 0.034 0.544
0.022 0.581 0.076
0.069 0.071 0.483
0.075 0.004 0.458
0.601 0.111 0.018
0.38 0.388 0.244
0.526 0.232 0.398
0.003 0.309 0.623
0.754 0.913 0.843
0.433 0.157 0.397
0.259 0.96 0.574
0.209 0.364 0.427
0.611 0.838 0.907
0.516 0.288 0.43
0.79 0.945 0.641
0.151 0.176 0.017
0.03 0.176 0.444
0.73 0.227 0.606
0.542 0.832 0.182
0.701 0.914 0.865
0.893 0.746 0.314
0.635 0.423 0.958
0.54 0.065 0.394
0.037 0.996 0.133
0.777 0.96 0.637
0.089 0.41 0.433
0.239 0.466 0.199
0.114 0.059 0.08
0.056 0.084 0.193
0.534 0.624 0.036
0.74 0.128 0.112
0.088 0.485 0.476
0.316 0.462 0.616
0.226 0.28 0.416
0.792 0.144 0.653
0.264 0.298 0.447
0.736 0.737 0.14
0.844 0.73 0.096
0.22 0.461 0.817
0.626 0.226 0.48
0.852 0.715 0.426
0.122 0.759 0.545
0.395 0.008 0.873
0.535 0.084 0.847
0.693 0.796 0.461
0.417 0.521 0.822
0.145 0.254 0.994
0.26 0.791 0.753
0.956 0.091 0.577
0.397 0.143 0.78
0.16 0.548 0.193
0.839 0.751 0.931
0.783 0.551 0.941
0.066 0.561 0.881
0.54 0.47 0.679
0.548 0.629 0.539
0.926 0.063 0.009
0.299 0.138 0.955
0.528 0.737 0.375
0.599 0.336 0.13
0.466 0.658 0.405
0.568 0.026 0.011
0.345 0.688 0.664
0.617 0.814 0.99
0.215 0.236 0.064
0.53 0.796 0.737
0.795 0.175 0.67
0.912 0.15 0.001
0.332 0.815 0.763
0.644 0.04 0.326
0.81 0.06 0.783
0.68 0.351 0.797
0.763 0.217 0.886
0.831 0.983 0.704
0.444 0.831 0.509
0.299 0.242 0.439
0.953 0.73 0.53
0.614 0.803 0.204
0.122 0.778 0.063
0.115 0.746 0.835
0.736 0.772 0.553
0.61 0.36 0.845
0.91 0.615 0.298
0.596 0.683 0.617
0.809 0.939 0.818
0.982 0.516 0.86
0.381 0.661 0.407
0.095 0.155 0.699
0.073 0.1 0.441
0.832 0.049 0.802
0.995 0.067 0.018
0.002 0.647 0.019
0.521 0.181 0.542
0.868 0.881 0.321
0.509 0.593 0.258
0.305 0.557 0.288
0.184 0.201 0.244
0.784 0.739 0.711
0.377 0.158 0.8
0.733 0.844 0.219
0.436 0.571 0.72
0.343 0.754 0.299
0.185 0.865 0.884
0.998 0.99 0.161
0.219 0.814 0.412
0.16 0.264 0.953
0.629 0.622 0.236
0.451 0.382 0.96
0.388 0.663 0.653
0.555 0.97 0.455
0.902 0.523 0.143
0.921 0.473 0.392
0.3 0.325 0.83
0.994 0.441 0.626
0.613 0.42 0.679
0.768 0.464 0.365
0.509 0.708 0.725
0.888 0.066 0.929
0.433 0.131 0.786
0.335 0.177 0.749
0.44 0.2 0.058
0.885 0.951 0.095
0.712 0.716 0.458
0.769 0.137 0.759
0.972 0.547 0.998
0.638 0.412 0.461
0.131 0.832 0.222
0.406 0.474 0.52
0.363 0.61 0.687
0.381 0.301 0.31
0.047 0.296 0.782
0.66 0.287 0.528
0.47 0.608 0.024
0.911 0.837 0.319
0.706 0.854 0.51
0.506 0.668 0.009
0.131 0.744 0.812
0.332 0.58 0.779
0.614 0.745 0.944
0.675 0.497 0.022
0.461 0.243 0.632
0.442 0.548 0.861
0.204 0.774 0.814
0.324 0.744 0.618
0.603 0.888 0.715
0.998 0.338 0.986
0.379 0.92 0.246
0.642 0.88 0.464
0.819 0.137 0.317
0.034 0.364 0.552
0.229 0.619 0.689
0.019 0.01 0.726
0.168 0.142 0.896
0.712 0.199 0.754
0.775 0.519 0.078
0.419 0.227 0.43
0.507 0.892 0.016
0.316 0.71 0.957
0.543 0.467 0.951
0.967 0.884 0.068
0.599 0.792 0.9
0.681 0.089 0.713
0.118 0.341 0.154
0.686 0.037 0.482
0.06 0.575 0.415
0.119 0.508 0.628
0.893 0.581 0.89
0.551 0.803 0.123
0.005 0.276 0.04
0.303 0.807 0.378
0.081 0.228 0.003
0.156 0.826 0.087
0.388 0.879 0.662
0.618 0.093 0.639
0.658 0.75 0.251
0.764 0.137 0.644
0.023 0.78 0.717
0.046 0.632 0.555
0.775 0.579 0.744
0.208 0.174 0.09
0.522 0.809 0.058
0.054 0.032 0.625
0.68 0.012 0.939
0.502 0.604 0.365
0.581 0.901 0.407
0.42 0.879 0.703
0.386 0.834 0.793
0.049 0.632 0.233
0.823 0.731 0.133
0.566 0.758 0.474
1 0.645 0.511
0.54 0.729 0.693
0.041 0.191 0.148
0.784 0.387 0.676
0.002 0.304 0.071
0.324 0.809 0.892
0.245 0.801 0.184
0.017 0.122 0.692
0.169 0.366 0.919
0.777 0.5 0.253
0.879 0.933 0.413
0.735 0.497 0.53
0.688 0.478 0.535
0.09 0.047 0.03
0.58 0.752 0.373
0.595 0.612 0.118
0.247 0.148 0.37
0.72 0.565 0.831
0.641 0.829 0.783
0.808 0.998 0.73
0.995 0.485 0.978
0.435 0.806 0.345
0.506 0.076 0.249
0.413 0.111 0.768
0.47 0.962 0.079
0.174 0.384 0.396
0.903 0.883 0.603
0.833 0.701 0.724
0.702 0.517 0.157
0.777 0.071 0.775
0.699 0.525 0.128
0.69 0.83 0.693
0.73 0.178 0.604
0.935 0.844 0.394
0.924 0.151 0.206
0.36 0.419 0.743
0.249 0.592 0.79
0.917 0.87 0.2
0.203 0.58 0.654
0.686 0.685 0.704
0.549 0.313 0.426
0.989 0.958 0.202
0.919 0.117 0.002
0.231 0.827 0.262
0.737 0.684 0.595
0.06 0.433 0.421
0.091 0.244 0.863
0.152 0.714 0.226
0.493 0.527 0.701
0.861 0.229 0.417
0.04 0.938 0.924
0.452 0.122 0.852
0.102 0.718 0.754
0.483 0.264 0.298
0.977 0.325 0.796
0.484 0.175 0.937
0.567 0.597 0.442
0.806 0.706 0.116
0.892 0.165 0.6
0.932 0.74 0.881
0.951 0.434 0.54
0.587 0.699 0.867
0.471 0.807 0.05
0.443 0.654 0.63
0.675 0.642 0.726
0.94 0.566 0.962
0.645 0.348 0.863
0.266 0.484 0.737
0.853 0.228 0.962
0.122 0.727 0.367
0.362 0.528 0.171
0.019 0.336 0.576
0.957 0.479 0.834
0.356 0.951 0.705
0.026 0.91 0.427
0.986 0.446 0.999
0.841 0.281 0.667
0.578 0.537 0.79
0.379 0.755 0.958
0.564 0.571 0.618
0.731 0.585 0.615
0.274 0.169 0.068
0.653 0.362 0.529
0.764 0.644 0.311
0.826 0.653 0.96
0.289 0.274 0.602
0.943 0.587 0.817
0.299 0.358 0.527
0.891 0.307 0.531
0.427 0.936 0.742
0.067 0.38 0.493
0.395 0.347 0.909
0.554 0.902 0.268
0.688 0.937 0.549
0.948 0.704 0.68
0.731 0.405 0.293
0.011 0.778 0.875
0.803 0.102 0.471
0.255 0.269 0.55
0.047 0.134 0.108
0.776 0.266 0.807
0.503 0.666 0.348
0.217 0.083 0.914
0.119 0.935 0.261
0.282 0.767 0.281
0.251 0.213 0.831
0.202 0.464 0.944
0.504 0.154 0.653
0.558 0.702 0.26
0.481 0.77 0.849
0.51 0.504 0.187
0.541 0.38 0.748
0.406 0.545 0.757
0.022 0.439 0.227
0.699 0.323 0.534
0.9 0.899 0.134
0.502 0.13 0.061
0.326 0.087 0.729
0.165 0.384 0.35
0.045 0.592 0.328
0.314 0.272 0.8
0.544 0.806 0.309
0.136 0.698 0.461
0.177 0.667 0.22
0.59 0.009 0.286
0.383 0.214 0.964
0.861 0.093 0.605
0.425 0.6 0.273
0.463 0.802 0.059
0.073 0.127 0.747
0.737 0.746 0.066
0.006 0.632 0.819
0.511 0.291 0.19
0.322 0.721 0.544
0.915 0.886 0.827
0.548 0.824 0.077
0.844 0.827 0.948
0.863 0.859 0.834
0.979 0.039 0.658
0.563 0.88 0.698
0.387 0.512 0.849
0.568 0.119 0.201
0.346 0.241 0.271
0.153 0.345 0.675
0.043 0.962 0.172
0.646 0.596 0.239
0.74 0.318 0.631
0.751 0.652 0.019
0.721 0.488 0.476
0.077 0.37 0.082
0.283 0.779 0.539
0.493 0.117 0.523
0.96 0.733 0.486
0.333 0.198 0.002
0.528 0.191 0.085
0.57 0.219 0.133
0.797 0.69 0.705
0.121 0.008 0.548
0.229 0.235 0.762
0.518 0.251 0.224
0.062 0.321 0.012
0.921 0.948 0.47
0.548 0.937 0.903
0.331 0.47 0.4
0.467 0.322 0.561
0.539 0.505 0.12
0.63 0.136 0.86
0.863 0.533 0.603
0.836 0.777 0.807
0.813 0.389 0.369
0.597 0.011 0.015
0.538 0.578 0.779
0.551 0.09 0.449
0.112 0.541 0.506
0.233 0.175 0.475
0.044 0.598 0.421
0.189 0.329 0.588
0.494 0.729 0.644
0.905 0.994 0.977
0.026 0.39 0.227
0.278 0.726 0.67
0.595 0.136 0.042
0.922 0.374 0.384
0.401 0.634 0.958
0.031 0.32 0.96
0.039 0.606 0.327
0.496 0.905 0.204
0.403 0.62 0.166
0.295 0.925 0.748
0.419 0.252 0.358
0.392 0.266 0.944
0.086 0.249 0.661
0.061 0.157 0.154
0.673 0.192 0.084
0.453 0.894 0.727
0.406 0.376 0.845
0.267 0.116 0.281
0.539 0.636 0.15
0.535 0.669 0.848
0.817 0.406 0.868
0.774 0.601 0.04
0.801 0.444 0.999
0.885 0.916 0.227
0.97 0.301 0.802
0.571 0.636 0.005
0.952 0.271 0.36
0.693 0.025 0.865
0.747 0.483 0.878
0.082 0.245 0.441
0.522 0.197 0.222
0.574 0.853 0.442
0.337 0.507 0.83
0.174 0.022 0.392
0.523 0.041 0.415
0.711 0.372 0.542
0.45 0.627 0.81
0.627 0.793 0.074
0.67 0.118 0.904
0.901 0.762 0.519
0.397 0.033 0.428
0.601 0.747 0.495
0.658 0.828 0.845
0.718 0.011 0.096
0.584 0.24 0.312
0.09 0.95 0.053
0.118 0.164 0.982
0.938 0.13 0.787
0.07 0.448 0.759
0.052 0.539 0.725
0.04 0.189 0.599
0.892 0.27 0.48
0.009 0.901 0.246
0.345 0.244 0.26
0.296 0.913 0.239
0.194 0.457 0.485
0.633 0.601 0.46
0.605 0.211 0.796
0.928 0.463 0.994
0.739 0.835 0.719
0.139 0.676 0.997
0.253 0.941 0.602
0.484 0.524 0.541
0.349 0.191 0.689
0.858 0.934 0.616
0.648 0.383 0.723
0.864 0.158 0.367
0.522 0.776 0.805
0.032 0.321 0.965
0.351 0.145 0.906
0.022 0.903 0.436
0.509 0.906 0.843
0.65 0.104 0.142
0.955 0.4 0.56
0.975 0.703 0.618
0.512 0.749 0.073
0.082 0.022 0.809
0.379 0.438 0.499
0.463 0.809 0.872
0.457 0.729 0.314
0.107 0.895 0.701
0.277 0.184 0.412
0.716 0.636 0.086
0.759 0.428 0.44
0.927 0.828 0.409
0.487 0.342 0.65
0.932 0.134 0.426
0.949 0.812 0.203
0.874 0.501 0.574
0.597 0.167 0.479
0.639 0.7 0.098
0.922 0.057 0.065
0.786 0.268 0.99
0.271 0.057 0.084
0.56 0.386 0.104
0.442 0.481 0.025
0.01 0.894 0.468
0.984 0.111 0.538
0.382 0.976 0.33
0.675 0.313 0.744
0.061 0.623 0.155
0.088 0.777 0.654
0.409 0.443 0.921
0.152 0.661 0.003
0.22 0.37 0.961
0.2 0.66 0.381
0.843 0.518 0.893
0.082 0.83 0.682
0.566 0.843 0.819
0.083 0.209 0.485
0.603 0.684 0.702
0.816 0.958 0.429
0.921 0.206 0.326
0.674 0.571 0.094
0.937 0.449 0.38
0.974 0.205 0.705
0.279 0.901 0.832
0.435 0.014 0.357
0.278 0.891 0.804
0.007 0.656 0.345
0.909 0.518 0.442
0.822 0.851 0.737
0.877 0.607 0.733
0.96 0.784 0.486
0.162 0.637 0.891
0.302 0.22 0.96
0.627 0.856 0.846
0.097 0.54 0.471
0.413 0.615 0.752
0.803 0.199 0.496
0.434 0.456 0.86
0.07 0.278 0.195
0.36 0.217 0.244
0.307 0.257 0.676
0.581 0.199 0.232
0.122 0.417 0.955
0.44 0.582 0.298
0.325 0.373 0.223
0.131 0.477 0.137
0.558 0.198 0.63
0.143 0.407 0.602
0.018 0.068 0.359
0.99 0.417 0.332
0.733 0.136 0.514
0.182 0.171 0.881
0.185 0.159 0.577
0.076 0.36 0.8
0.106 0.92 0.363
0.051 0.66 0.467
0.742 0.292 0.824
0.451 0.429 0.786
